Entry	Cross-reference (Gramene)
A0A096RUW1	Zm00001d018040_T002;Zm00001d018040_T005;
A0A096RUX8	
A0A096RVD6	Zm00001d042480_T004;Zm00001d042480_T006;
A0A096RVL5	Zm00001d004804_T001;
A0A096RVQ6	Zm00001d022216_T001;Zm00001d022221_T001;
A0A096RW57	Zm00001d014760_T005;Zm00001d014760_T007;Zm00001d014760_T009;Zm00001d014760_T011;
A0A096RWL3	Zm00001d020097_T002;Zm00001d020097_T004;
A0A096RWW7	Zm00001d005814_T001;Zm00001d005814_T002;
A0A096RXB0	Zm00001d034809_T008;Zm00001d034809_T026;
A0A096RXG9	Zm00001d037536_T004;Zm00001d037536_T018;Zm00001d037536_T019;Zm00001d037536_T023;Zm00001d037536_T029;Zm00001d037536_T030;Zm00001d037536_T037;
A0A096RXH2	Zm00001d037536_T003;Zm00001d037536_T016;
A0A096RXS5	Zm00001d000364_T008;Zm00001d000364_T009;Zm00001d000366_T008;Zm00001d000366_T009;Zm00001d016207_T005;
A0A096RY80	Zm00001d016811_T001;Zm00001d016811_T002;
A0A096RYK0	Zm00001d040562_T004;Zm00001d040562_T017;Zm00001d040562_T019;Zm00001d040562_T020;
A0A096RYU5	Zm00001d036565_T010;Zm00001d036565_T015;Zm00001d036565_T019;Zm00001d036567_T004;Zm00001d036567_T006;Zm00001d036567_T009;Zm00001d036568_T004;Zm00001d036568_T006;Zm00001d036568_T007;Zm00001d036568_T010;
A0A096RYW9	Zm00001d018639_T005;Zm00001d018639_T006;
A0A096RZ13	Zm00001d042640_T001;Zm00001d042640_T002;
A0A096RZN2	Zm00001d044099_T002;Zm00001d044099_T004;
A0A096S009	Zm00001d043954_T003;
A0A096S016	Zm00001d043953_T001;
A0A096S078	Zm00001d027711_T001;Zm00001d027711_T003;
A0A096S0G0	Zm00001d030069_T003;
A0A096S0J0	Zm00001d017830_T001;Zm00001d017830_T009;
A0A096S1N0	Zm00001d016402_T005;Zm00001d016402_T006;Zm00001d016402_T009;Zm00001d016402_T010;Zm00001d016402_T011;Zm00001d016402_T013;Zm00001d016402_T014;Zm00001d016402_T015;Zm00001d016402_T021;Zm00001d016402_T022;Zm00001d016402_T025;Zm00001d016402_T027;Zm00001d016402_T028;Zm00001d016402_T031;Zm00001d016402_T035;Zm00001d016402_T053;
A0A096S2D6	Zm00001d020500_T001;
A0A096S2D9	Zm00001d020501_T001;
A0A096S2Q4	Zm00001d036371_T001;
A0A096S320	Zm00001d043736_T002;Zm00001d043736_T003;
A0A096S3H7	Zm00001d033767_T001;
A0A096S3I6	Zm00001d002942_T002;
A0A096S3M8	Zm00001d005756_T001;Zm00001d005756_T003;Zm00001d005756_T005;Zm00001d005756_T006;Zm00001d005756_T010;
A0A096S3Y8	Zm00001d022417_T002;Zm00001d022417_T018;
A0A096S3Z9	Zm00001d018333_T001;
A0A096S452	Zm00001d039047_T001;Zm00001d039047_T003;
A0A096S4N1	Zm00001d038310_T001;Zm00001d038310_T002;Zm00001d038310_T003;
A0A096S5K3	Zm00001d020038_T003;
A0A096S5M0	Zm00001d028201_T001;
A0A096S624	Zm00001d032547_T002;Zm00001d032547_T003;Zm00001d032547_T011;
A0A096S670	Zm00001d019669_T001;
A0A096S680	Zm00001d007869_T001;
A0A096S6E7	Zm00001d015767_T002;
A0A096S6J0	Zm00001d027991_T001;
A0A096S6J8	
A0A096S6K6	Zm00001d040344_T001;
A0A096S6Y0	Zm00001d040218_T001;Zm00001d040218_T016;Zm00001d040218_T021;Zm00001d040218_T028;
A0A096S887	Zm00001d036841_T001;Zm00001d036843_T001;
A0A096S8H0	Zm00001d013669_T001;Zm00001d013669_T005;
A0A096S8J7	Zm00001d043269_T001;
A0A096S8S6	Zm00001d004875_T006;Zm00001d004875_T007;Zm00001d004875_T008;Zm00001d004875_T009;
A0A096S8W7	Zm00001d041267_T001;Zm00001d041267_T002;Zm00001d041267_T003;
A0A096S959	Zm00001d004903_T001;
A0A096S9C5	Zm00001d016640_T007;Zm00001d016640_T008;Zm00001d016640_T010;Zm00001d016640_T014;Zm00001d016640_T015;Zm00001d016640_T018;Zm00001d016640_T027;Zm00001d016640_T030;Zm00001d016640_T031;
A0A096S9T0	Zm00001d038282_T001;
A0A096SA94	Zm00001d035616_T004;
A0A096SB14	Zm00001d003222_T002;Zm00001d003222_T005;Zm00001d003222_T006;Zm00001d003222_T007;Zm00001d003222_T008;Zm00001d003222_T015;
A0A096SB72	Zm00001d032172_T005;
A0A096SBP5	Zm00001d005659_T001;
A0A096SBT9	Zm00001d002396_T001;Zm00001d002396_T012;Zm00001d002396_T014;
A0A096SC10	Zm00001d007729_T001;
A0A096SC75	Zm00001d007232_T001;
A0A096SCJ4	Zm00001d042494_T004;
A0A096SEC0	Zm00001d015914_T003;Zm00001d015914_T006;
A0A096SED9	Zm00001d018894_T004;
A0A096SER1	Zm00001d014861_T001;
A0A096SEW4	Zm00001d004222_T001;
A0A096SF33	Zm00001d017783_T003;Zm00001d017783_T004;
A0A096SFC8	Zm00001d034027_T004;
A0A096SFJ8	Zm00001d015068_T001;Zm00001d015070_T001;Zm00001d015072_T001;Zm00001d015075_T001;Zm00001d015077_T001;
A0A096SFL6	Zm00001d005100_T003;
A0A096SFU6	Zm00001d033108_T001;Zm00001d033108_T003;Zm00001d033108_T006;Zm00001d033108_T008;Zm00001d033108_T009;Zm00001d033108_T010;
A0A096SFW2	Zm00001d020122_T001;
A0A096SFX8	Zm00001d037503_T001;Zm00001d037503_T002;Zm00001d037503_T003;Zm00001d037503_T004;Zm00001d037503_T005;
A0A096SG48	Zm00001d003057_T001;
A0A096SG60	Zm00001d003059_T003;Zm00001d003059_T005;
A0A096SGM4	Zm00001d041183_T002;Zm00001d041183_T005;Zm00001d041183_T007;Zm00001d041183_T009;Zm00001d041183_T010;Zm00001d041183_T012;Zm00001d041183_T014;Zm00001d041183_T015;Zm00001d041183_T018;Zm00001d041183_T019;Zm00001d041183_T021;Zm00001d041183_T023;Zm00001d041183_T026;Zm00001d041183_T034;
A0A096SGQ3	Zm00001d003309_T002;
A0A096SH02	Zm00001d034650_T002;Zm00001d034650_T007;Zm00001d034650_T012;Zm00001d034650_T016;
A0A096SIL2	Zm00001d022242_T002;
A0A096SJG2	Zm00001d007225_T009;Zm00001d007225_T029;
A0A096SJS6	Zm00001d028365_T006;
A0A096SJX9	Zm00001d032183_T007;
A0A096SKZ1	Zm00001d035589_T005;
A0A096SLC8	Zm00001d020157_T001;Zm00001d020157_T004;Zm00001d020157_T007;Zm00001d020157_T008;Zm00001d020157_T014;Zm00001d020157_T027;Zm00001d020157_T036;
A0A096SML0	Zm00001d041954_T002;Zm00001d041954_T003;Zm00001d041954_T004;
A0A096SP83	Zm00001d038832_T001;
A0A096SQP7	Zm00001d029932_T001;
A0A096SQT2	Zm00001d019587_T002;Zm00001d019587_T007;
A0A096SQT8	Zm00001d020658_T001;
A0A096SRM5	Zm00001d037382_T001;
A0A096SRR1	Zm00001d033223_T003;
A0A096SS31	Zm00001d005671_T001;Zm00001d005671_T002;
A0A096SSY4	Zm00001d027295_T002;
A0A096ST13	Zm00001d041495_T001;Zm00001d041495_T003;Zm00001d041495_T004;
A0A096ST30	Zm00001d006159_T001;Zm00001d006159_T002;
A0A096SUG7	Zm00001d005653_T001;Zm00001d005653_T002;Zm00001d005653_T004;
A0A096SUH7	Zm00001d043473_T023;
A0A096SV40	Zm00001d021054_T001;
A0A096SVE9	Zm00001d034512_T002;
A0A096SVP6	Zm00001d039916_T001;Zm00001d039916_T003;Zm00001d039916_T010;
A0A096SVS6	Zm00001d031487_T001;Zm00001d031487_T003;Zm00001d031487_T004;Zm00001d031487_T010;
A0A096SVU3	Zm00001d036751_T007;
A0A096SXJ4	
A0A096SXN7	Zm00001d013268_T002;Zm00001d013268_T006;Zm00001d013268_T007;Zm00001d013268_T008;
A0A096SXU4	Zm00001d020201_T001;Zm00001d020201_T002;Zm00001d020201_T003;Zm00001d020201_T004;
A0A096SYD8	Zm00001d029072_T008;
A0A096SYH2	Zm00001d004007_T001;
A0A096SYQ2	Zm00001d020560_T001;
A0A096SYZ6	Zm00001d041993_T001;Zm00001d041993_T003;
A0A096SZ94	Zm00001d034166_T018;Zm00001d034166_T030;
A0A096SZF8	Zm00001d020903_T001;
A0A096SZL3	Zm00001d038879_T002;Zm00001d038879_T004;Zm00001d038879_T005;
A0A096T061	Zm00001d032461_T002;
A0A096T0J9	Zm00001d013597_T001;Zm00001d013597_T002;Zm00001d013597_T003;
A0A096T152	Zm00001d044261_T001;
A0A096T1J9	Zm00001d033876_T005;
A0A096T1P3	Zm00001d004208_T001;
A0A096T1S9	Zm00001d029969_T001;
A0A096T2N3	Zm00001d029397_T001;
A0A096T2V8	Zm00001d019249_T003;Zm00001d019249_T004;
A0A096T3A1	Zm00001d044175_T001;Zm00001d044175_T002;Zm00001d044175_T005;Zm00001d044175_T006;
A0A096T425	Zm00001d005361_T001;Zm00001d005361_T008;Zm00001d005361_T016;
A0A096T4I5	Zm00001d042968_T001;Zm00001d042968_T003;
A0A096T535	Zm00001d044260_T001;Zm00001d044260_T002;
A0A096T563	Zm00001d028566_T002;Zm00001d028566_T003;
A0A096T583	Zm00001d032629_T001;
A0A096T5E9	Zm00001d027376_T001;Zm00001d027376_T008;
A0A096T5F5	Zm00001d020100_T001;
A0A096T7A0	Zm00001d021378_T007;
A0A096T7G6	Zm00001d020392_T002;
A0A096T7Z1	Zm00001d043253_T002;
A0A096T997	Zm00001d003664_T001;
A0A096TAB2	Zm00001d013128_T001;Zm00001d013128_T003;
A0A096TAN3	
A0A096TAY4	Zm00001d019163_T001;
A0A096TB76	Zm00001d033297_T001;
A0A096TBR6	Zm00001d002345_T001;
A0A096TBV6	Zm00001d039406_T001;
A0A096TC93	Zm00001d037864_T002;Zm00001d037864_T004;Zm00001d037864_T014;
A0A096TDW4	Zm00001d041803_T001;Zm00001d041803_T002;Zm00001d041803_T004;Zm00001d041803_T007;Zm00001d041803_T021;Zm00001d041803_T032;Zm00001d041803_T033;Zm00001d041803_T037;Zm00001d041803_T039;Zm00001d041803_T043;
A0A096TF10	Zm00001d042137_T005;
A0A096TFN6	Zm00001d041538_T001;
A0A096TFS4	Zm00001d040324_T001;
A0A096TG70	Zm00001d002723_T001;
A0A096TH09	Zm00001d042158_T008;Zm00001d042158_T010;Zm00001d042166_T001;Zm00001d042166_T002;Zm00001d042166_T004;Zm00001d042166_T006;Zm00001d042166_T007;
A0A096TH11	Zm00001d013757_T001;Zm00001d013757_T006;Zm00001d013757_T009;
A0A096TH82	Zm00001d033995_T001;Zm00001d033995_T003;
A0A096TI73	Zm00001d001780_T001;Zm00001d001780_T006;Zm00001d001780_T010;
A0A096TIB2	
A0A096TIY8	Zm00001d022621_T010;
A0A096TJA0	Zm00001d031891_T001;Zm00001d031891_T006;Zm00001d031891_T012;Zm00001d031891_T019;Zm00001d031891_T020;Zm00001d031891_T021;Zm00001d031891_T022;
A0A096TKM4	Zm00001d004682_T001;
A0A096TL24	Zm00001d031184_T001;
A0A096TL79	Zm00001d042394_T002;Zm00001d042394_T003;
A0A096TLT9	Zm00001d037017_T001;
A0A096TM19	Zm00001d007475_T001;Zm00001d007475_T002;Zm00001d007475_T003;
A0A096TM45	
A0A096TM77	Zm00001d021545_T001;Zm00001d021545_T003;Zm00001d021545_T006;
A0A096TML4	Zm00001d033401_T001;
A0A096TMP9	Zm00001d019487_T001;
A0A096TMV3	Zm00001d015248_T001;Zm00001d015248_T002;Zm00001d015248_T006;Zm00001d015248_T008;Zm00001d015248_T009;Zm00001d015248_T011;Zm00001d015248_T013;Zm00001d015248_T014;Zm00001d015248_T015;Zm00001d015248_T017;Zm00001d015248_T019;Zm00001d015248_T020;Zm00001d015248_T021;Zm00001d015248_T022;Zm00001d015248_T024;Zm00001d015248_T026;Zm00001d015248_T027;
A0A096TN80	Zm00001d003812_T001;Zm00001d003812_T002;Zm00001d003812_T003;Zm00001d003812_T004;Zm00001d003812_T006;
A0A096TNI9	Zm00001d006758_T002;Zm00001d006758_T006;Zm00001d006758_T007;Zm00001d006758_T014;
A0A096TNM9	Zm00001d022473_T001;Zm00001d022473_T002;Zm00001d022473_T003;Zm00001d022473_T004;Zm00001d022473_T005;Zm00001d022473_T006;Zm00001d022473_T007;Zm00001d022473_T008;Zm00001d022473_T009;
A0A096TNR8	Zm00001d014698_T005;
A0A096TQ95	Zm00001d007029_T002;
A0A096TQV7	Zm00001d042766_T001;
A0A096TR23	Zm00001d044068_T001;
A0A096TR91	Zm00001d037393_T007;
A0A096TSS0	Zm00001d005312_T001;
A0A096TT32	Zm00001d016770_T002;
A0A096TTL7	Zm00001d035747_T002;Zm00001d035747_T010;Zm00001d035747_T021;Zm00001d035747_T025;Zm00001d035747_T028;Zm00001d035747_T030;Zm00001d035747_T033;
A0A096TU30	Zm00001d021714_T001;Zm00001d021714_T003;
A0A096TUU6	GRMZM5G815453_T01;Zm00001d000279_T001;
A0A096TUW0	Zm00001d034755_T001;
A0A096TV58	Zm00001d030554_T004;Zm00001d030554_T007;
A0A096TWC0	Zm00001d038227_T001;Zm00001d038227_T002;
A0A096TWR4	Zm00001d038707_T001;
A0A096TWW0	Zm00001d041953_T077;
A0A096TWZ2	Zm00001d043376_T006;
A0A096TX75	Zm00001d002204_T001;Zm00001d002224_T001;
A0A096TX84	Zm00001d014788_T006;
A0A096TXL4	Zm00001d006789_T002;Zm00001d006789_T004;Zm00001d006789_T010;Zm00001d006789_T015;Zm00001d006789_T019;Zm00001d006789_T021;Zm00001d006789_T026;Zm00001d006789_T029;Zm00001d006789_T033;Zm00001d006789_T037;
A0A096TY90	Zm00001d018392_T002;Zm00001d018392_T006;
A0A096TYJ9	Zm00001d016024_T001;Zm00001d016025_T001;
A0A096TZE2	Zm00001d013270_T001;
A0A096U2Y1	
A0A096U797	Zm00001d013512_T001;Zm00001d013512_T002;
A0A096U854	Zm00001d033682_T004;
A0A096U8G9	Zm00001d032552_T009;
A0A096U8J7	Zm00001d043997_T002;
A0A096U8V8	Zm00001d031951_T003;Zm00001d031953_T003;
A0A096U994	Zm00001d027639_T001;
A0A096U9H9	Zm00001d002141_T005;
A0A096UA22	Zm00001d042093_T002;
A0A096UAB7	Zm00001d037898_T001;Zm00001d037898_T002;
A0A096UAQ8	Zm00001d029099_T001;
A0A096UAZ3	Zm00001d017467_T001;
A0A096UBG3	Zm00001d020646_T001;
A0A096UBK9	Zm00001d007586_T001;
A0A096UDI7	Zm00001d028475_T002;
A0A096UDL3	Zm00001d018883_T001;
A0A096UDU8	Zm00001d034777_T008;
A0A096UDW3	Zm00001d021779_T001;Zm00001d021779_T002;
A0A096UDX3	Zm00001d022048_T004;Zm00001d022048_T005;
A0A096UE19	Zm00001d043662_T002;Zm00001d043662_T003;Zm00001d043662_T004;
A0A096UG51	Zm00001d018073_T001;
A0A096UGL9	Zm00001d033764_T001;Zm00001d033764_T002;Zm00001d033764_T003;Zm00001d033764_T004;Zm00001d033764_T005;Zm00001d033764_T006;Zm00001d033764_T007;Zm00001d033764_T016;
A0A096UGY2	Zm00001d022454_T001;Zm00001d022454_T002;
A0A097C0T5	
A0A097C0X0	
A0A097PJE8	
A0A097PJL5	
A0A097PJR1	
A0A097PJU8	
A0A097PK18	
A0A097PK98	
A0A097PKB3	
A0A097PKH1	
A0A097PKM0	
A0A097PKR9	
A0A097PKZ1	
A0A097PL37	
A0A097PLA8	
A0A097PLH4	
A0A097PLK9	
A0A097PLQ7	
A0A097PLX0	
A0A097PM21	
A0A097PM63	
A0A097PMD2	
A0A097PMH5	
A0A097PMN3	
A0A097PMU0	
A0A097PMX2	
A0A097PN36	
A0A097PNC0	
A0A097PND9	
A0A097PNJ3	
A0A097PNQ2	
A0A097PNX2	
A0A097PP30	
A0A097PP36	
A0A097PPB8	
A0A097PPG9	
A0A097PPM5	
A0A097PPV7	
A0A097PQ14	
A0A097PQ22	
A0A097PQJ1	
A0A097PQQ5	
A0A097PQU3	
A0A097PQZ8	
A0A097PR56	
A0A097PR86	
A0A097PRD7	
A0A097PRJ0	
A0A097PRQ9	
A0A097PRW4	
A0A097PS04	
A0A097PS78	
A0A097PSD6	
A0A097PSI9	
A0A097PSP8	
A0A097PSV5	
A0A097PT11	
A0A097PT70	
A0A0A0US36	Zm00001d037242_T001;
A0A0A0Z0N3	
A0A0A1HAW3	
A0A0A1P1P0	
A0A0A1P1P4	
A0A0A1P8Y6	
A0A0A1PKK5	
A0A0A1PKL1	
A0A0A1PN32	
A0A0A7ENA6	
A0A0A7ENB0	
A0A0A7ENB8	
A0A0A7ENC1	
A0A0A7ENC7	
A0A0A7END8	
A0A0A7ENE4	
A0A0A7ENE7	
A0A0A7ENF2	
A0A0A7ENF5	
A0A0A7ENF8	
A0A0A7ENG8	
A0A0A7ENH5	
A0A0A7ENQ1	
A0A0A7ENQ5	
A0A0A7ENR2	
A0A0A7ENR5	
A0A0A7ENT1	
A0A0A7ENT5	
A0A0A7ENT9	
A0A0A7EPZ0	
A0A0A7EPZ3	
A0A0A7EQ04	
A0A0A7EQ07	
A0A0A7EQ13	
A0A0A7EQ19	
A0A0A7EQ26	
A0A0A7EQ31	
A0A0A7EQ97	
A0A0A7EQA2	
A0A0A7EQB2	
A0A0A7EQB6	
A0A0A7EQC1	
A0A0A7EQC3	
A0A0A7EQD6	
A0A0A7EQD9	
A0A0B4J2Y9	Zm00001d001978_T006;Zm00001d001978_T007;Zm00001d001978_T014;Zm00001d001978_T028;Zm00001d001978_T030;Zm00001d001978_T058;Zm00001d001978_T074;Zm00001d001978_T076;Zm00001d001978_T084;Zm00001d001978_T087;Zm00001d001978_T096;Zm00001d001978_T101;
A0A0B4J2Z0	Zm00001d041186_T002;Zm00001d041186_T004;Zm00001d041186_T005;
A0A0B4J303	Zm00001d036480_T001;
A0A0B4J305	Zm00001d021835_T001;Zm00001d021835_T005;Zm00001d021835_T007;
A0A0B4J329	Zm00001d043477_T001;
A0A0B4J337	Zm00001d020381_T001;Zm00001d020381_T004;Zm00001d020381_T008;
A0A0B4J368	Zm00001d032703_T003;Zm00001d032703_T004;Zm00001d032703_T005;Zm00001d032703_T006;Zm00001d032703_T007;Zm00001d032703_T009;Zm00001d032703_T011;Zm00001d032703_T012;Zm00001d032703_T013;Zm00001d032703_T014;Zm00001d032703_T018;Zm00001d032703_T019;Zm00001d032703_T020;
A0A0B4J374	Zm00001d002369_T001;Zm00001d002369_T002;Zm00001d002369_T003;
A0A0B4J391	Zm00001d016850_T001;Zm00001d016850_T002;
A0A0B4J395	Zm00001d042809_T003;
A0A0B4J3A7	Zm00001d018542_T001;Zm00001d018542_T004;
A0A0B4J3B1	Zm00001d035741_T002;
A0A0B4J3C2	Zm00001d037873_T001;Zm00001d037873_T002;Zm00001d037873_T007;Zm00001d037873_T012;
A0A0B4J3D8	Zm00001d022450_T001;
A0A0B4J3H6	Zm00001d035774_T001;
A0A0B4J3J0	Zm00001d030235_T001;Zm00001d030235_T002;
A0A0B5E3D2	
A0A0B5E8K8	
A0A0B5JQQ8	
A0A0C4UTI1	
A0A0C5AJD4	Zm00001d023262_T003;Zm00001d023262_T015;Zm00001d023262_T018;Zm00001d023262_T034;Zm00001d023262_T052;Zm00001d023262_T058;Zm00001d023262_T068;
A0A0C5C1C2	
A0A0C5DXP0	
A0A0D3L4X4	
A0A0D3L580	
A0A0D3MN54	
A0A0D3MN55	
A0A0D5BX12	
A0A0D5BXD3	
A0A0D5BXR6	
A0A0D5BY62	
A0A0E3MSK4	
A0A0F6P1Q3	
A0A0F6Q0N3	
A0A0F6Q0N8	
A0A0F6Q0P4	
A0A0F6Q0P8	
A0A0F6Q0Q0	
A0A0F6Q0Q8	
A0A0F6Q0R3	
A0A0F6Q0R7	
A0A0F6Q181	
A0A0F6Q186	
A0A0F6Q192	
A0A0F6Q1B4	
A0A0F6Q1C1	
A0A0F6Q1C5	
A0A0F6Q1D0	
A0A0F6Q2C4	
A0A0F6Q2C8	
A0A0F6Q2F4	
A0A0F6Q2F7	
A0A0F6Q2H2	
A0A0F6Q2Q2	
A0A0F6Q2Q7	
A0A0F6Q2R7	
A0A0F6Q2T4	
A0A0F6Q2U4	
A0A0F6Q4B1	
A0A0F6Q4B9	
A0A0F6Q4C2	
A0A0F6Q4D1	
A0A0F6Q4E0	
A0A0F6Q4F0	
A0A0F6QI37	
A0A0F6UUK9	
A0A0F6UV87	
A0A0F7GJC9	
A0A0H3V0W2	
A0A0H4FLB1	
A0A0H4FPZ7	
A0A0H4FV99	
A0A0H4K7V5	
A0A0H4K994	
A0A0H4K999	
A0A0H4KD06	
A0A0H4KP76	
A0A0H4LXX6	
A0A0H4NTG9	
A0A0H4NTH6	
A0A0H4NTK8	
A0A0H4NUF3	
A0A0H4NUG5	
A0A0H4NUH1	
A0A0H4NWU9	
A0A0H4NWV3	
A0A0H4NWV6	
A0A0H4NWX9	
A0A0H4NY98	
A0A0H4NYA5	
A0A0H4NYD3	
A0A0H4PB25	
A0A0H4PB30	
A0A0H4PB35	
A0A0H4PB63	
A0A0K0QSN2	Zm00001d048541_T006;Zm00001d048541_T009;Zm00001d048541_T013;Zm00001d048541_T037;
A0A0K0QSN8	Zm00001d045603_T005;Zm00001d045603_T010;Zm00001d045603_T020;Zm00001d045603_T023;Zm00001d045603_T041;Zm00001d045603_T043;
A0A0K1CWJ1	
A0A0K1H1L6	
A0A0K1H3C3	
A0A0K1H3C4	Zm00001d027412_T001;Zm00001d027412_T003;Zm00001d027412_T004;Zm00001d027412_T027;Zm00001d027412_T043;Zm00001d027412_T067;
A0A0K1H3E7	Zm00001d025830_T002;Zm00001d025830_T005;Zm00001d025830_T014;Zm00001d025830_T015;Zm00001d025830_T021;Zm00001d025830_T022;Zm00001d025830_T024;Zm00001d025830_T025;Zm00001d025830_T026;Zm00001d025830_T027;Zm00001d025830_T029;Zm00001d025830_T030;Zm00001d025830_T031;Zm00001d025830_T037;Zm00001d025830_T039;Zm00001d025830_T040;Zm00001d025830_T041;Zm00001d025830_T042;Zm00001d025830_T044;Zm00001d025830_T046;Zm00001d025830_T049;Zm00001d025830_T051;Zm00001d025830_T052;Zm00001d025830_T054;Zm00001d025830_T056;Zm00001d025830_T057;Zm00001d025830_T058;Zm00001d025830_T061;Zm00001d025830_T062;Zm00001d025830_T070;
A0A0K2CTD6	
A0A0K2CTL8	
A0A0K2CTM1	
A0A0K2CTV4	
A0A0K2DRX1	
A0A0K8IXZ5	
A0A0M3LA27	
A0A0M3LA64	
A0A0M3LA71	
A0A0M3LAE3	
A0A0M3LAF7	
A0A0M3LAK6	
A0A0M3LAM3	
A0A0M3LAM8	
A0A0M3LAS0	
A0A0M3LBH2	
A0A0M3LBP9	
A0A0M3SB58	
A0A0M4BW13	
A0A0N7ER80	
A0A0N7KBN4	
A0A0N9E6H2	
A0A0N9FGC3	
A0A0N9FGP0	
A0A0N9H132	
A0A0N9MGB0	
A0A0N9YMA1	
A0A0N9Z475	
A0A0N9Z852	
A0A0N9ZV66	
A0A0P0H690	
A0A0P0HX16	
A0A0R6UPA6	
A0A0R7FDM0	
A0A0S2E5L1	
A0A0U3A9N6	
A0A0X9N2M9	
A0A125R8S9	
A0A125R8T0	
A0A125S9Z3	
A0A140E7V0	
A0A140E7V9	
A0A140E7X7	
A0A140E7Y1	
A0A140E7Y4	
A0A140E7Y5	
A0A140E7Y6	
A0A140E7Y8	
A0A140E7Z0	
A0A140E7Z2	
A0A140E800	
A0A140E804	
A0A140E807	
A0A140E809	
A0A140E813	
A0A140E816	
A0A140E817	
A0A140E818	
A0A140E819	
A0A140E828	
A0A140E831	
A0A140E833	
A0A140E834	
A0A140E835	
A0A140E842	
A0A140E855	
A0A140E8D4	
A0A140E8E8	
A0A140G904	
A0A142G5J5	
A0A144KR40	
A0A161GBV0	
A0A165CZ11	
A0A165CZT5	
A0A167SVW6	
A0A168LSG4	
A0A172LSQ3	
A0A172Q4R0	
A0A172QB57	
A0A172QB77	
A0A173DSR3	
A0A173G2R4	Zm00001d035487_T003;Zm00001d035487_T004;Zm00001d035487_T020;Zm00001d035487_T021;Zm00001d035487_T052;Zm00001d035487_T058;Zm00001d035487_T059;Zm00001d035487_T068;
A0A173G2R6	
A0A173G2R7	
A0A173G2R8	
A0A173G2S1	Zm00001d053928_T001;
A0A191T8V5	
A0A191XVG1	
A0A193MWJ1	
A0A1B0NCT2	
A0A1B0NEB1	
A0A1B0NFE4	Zm00001d042432_T012;Zm00001d042432_T034;Zm00001d042432_T038;Zm00001d042432_T043;Zm00001d042432_T047;Zm00001d042432_T051;
A0A1B0NIG7	
A0A1B0NLS8	
A0A1B1MQA9	
A0A1B1MQB5	Zm00001d049824_T002;
A0A1B1MQI4	
A0A1B3LHH1	
A0A1D6DPI1	Zm00001d000002_T022;Zm00001d000002_T034;
A0A1D6DPJ0	Zm00001d000002_T028;Zm00001d000002_T031;
A0A1D6DPL6	Zm00001d000011_T002;Zm00001d000011_T005;Zm00001d000011_T009;Zm00001d000011_T010;Zm00001d000011_T011;Zm00001d000011_T013;Zm00001d000011_T016;Zm00001d000011_T017;Zm00001d000011_T022;Zm00001d000011_T024;Zm00001d000011_T025;
A0A1D6DPM7	Zm00001d000011_T003;Zm00001d000011_T006;Zm00001d000011_T007;Zm00001d000011_T018;Zm00001d000011_T020;Zm00001d000011_T023;
A0A1D6DPN9	Zm00001d000018_T001;Zm00001d000018_T002;
A0A1D6DPP7	Zm00001d000023_T002;Zm00001d000023_T013;
A0A1D6DPQ4	Zm00001d000023_T001;Zm00001d000023_T004;
A0A1D6DPS8	Zm00001d000027_T007;Zm00001d000027_T020;
A0A1D6DPU0	Zm00001d000027_T029;Zm00001d000027_T037;
A0A1D6DPU2	Zm00001d000027_T030;Zm00001d000027_T031;Zm00001d000027_T036;
A0A1D6DQ04	Zm00001d000076_T001;Zm00001d000076_T004;
A0A1D6DQ14	Zm00001d000077_T006;Zm00001d000077_T008;Zm00001d000077_T009;Zm00001d000077_T010;Zm00001d000077_T011;
A0A1D6DQ30	Zm00001d000080_T010;Zm00001d000080_T025;Zm00001d000080_T030;
A0A1D6DQ40	Zm00001d000080_T007;Zm00001d000080_T020;
A0A1D6DQ41	Zm00001d000080_T014;Zm00001d000080_T021;
A0A1D6DQ44	Zm00001d000080_T018;Zm00001d000080_T019;Zm00001d000080_T024;
A0A1D6DQ57	Zm00001d000085_T003;Zm00001d000085_T004;
A0A1D6DQ67	Zm00001d000089_T001;Zm00001d000089_T002;
A0A1D6DQ74	Zm00001d000094_T003;Zm00001d000094_T004;
A0A1D6DQ77	Zm00001d000097_T001;
A0A1D6DQ78	Zm00001d000098_T001;Zm00001d000098_T003;Zm00001d000098_T004;
A0A1D6DQC5	Zm00001d000122_T001;Zm00001d000122_T007;
A0A1D6DQC8	Zm00001d000122_T004;Zm00001d000122_T008;
A0A1D6DQD7	Zm00001d000122_T012;Zm00001d000122_T019;
A0A1D6DQG3	Zm00001d000133_T001;Zm00001d000133_T012;
A0A1D6DQH1	Zm00001d000133_T008;Zm00001d000133_T009;
A0A1D6DQI6	Zm00001d000142_T001;Zm00001d000142_T003;
A0A1D6DQI8	Zm00001d000142_T004;Zm00001d000142_T005;
A0A1D6DQJ4	Zm00001d000147_T003;Zm00001d000147_T005;
A0A1D6DQL4	Zm00001d000152_T001;Zm00001d000152_T007;
A0A1D6DQM3	Zm00001d000153_T006;Zm00001d000153_T007;
A0A1D6DQM5	Zm00001d000153_T009;Zm00001d000153_T012;
A0A1D6DQM6	Zm00001d000153_T010;Zm00001d000153_T011;
A0A1D6DQP9	Zm00001d000166_T004;Zm00001d000166_T005;Zm00001d000166_T009;Zm00001d000166_T016;Zm00001d000166_T017;
