PathwayID	SubPathways	Reactions
PWY-5872		"RXN-9106"" // ""RXN-9285"" // ""RXN-9282"" // ""RXN-9279"" // ""RXN-9230"" // ""RXN-9237"" // ""RXN-9236"" // ""RXN-9235"" // ""RXN-9234"
PWY-4841		"2.7.7.44-RXN"" // ""GLUCURONOKINASE-RXN"" // ""MYO-INOSITOL-OXYGENASE-RXN"
PWY-7346		UGD-RXN
PWY-5113		RXN-7770
PWY-7344		UDPGLUCEPIM-RXN
PWY-4861		UDP-GLUCURONATE-4-EPIMERASE-RXN
PWY-4		"RXN-14753"" // ""GALACTURONOKINASE-RXN"" // ""RXN-3"
PWY-4821	PWY-7346	"UGD-RXN"" // ""UDP-GLUCURONATE-DECARBOXYLASE-RXN"
PWY-7343		"PHOSPHOGLUCMUT-RXN"" // ""GLUC1PURIDYLTRANS-RXN"
PWY-63		UDP-ARABINOSE-4-EPIMERASE-RXN
PWY-82		"L-ARABINOKINASE-RXN"" // ""RXN-7401"
PWY-3261		"RXN-18332"" // ""RXN-10740"" // ""UDP-GLUCOSE-46-DEHYDRATASE-RXN"
UDP-Nac-Galactosamine-Biosynthesis		
UDP-NAc-Glucosamine-Biosynthesis		
UDPNACETYLGALSYN-PWY		"NAG1P-URIDYLTRANS-RXN"" // ""PHOSACETYLGLUCOSAMINEMUT-RXN"" // ""GLUCOSAMINEPNACETYLTRANS-RXN"" // ""L-GLN-FRUCT-6-P-AMINOTRANS-RXN"
Acetylmuramoyl-Pentapeptide-Biosynthesis		
UDP-Sugar-Biosynthesis		
PWY-5114	PWY-3261	"UDPGLUCEPIM-RXN"" // ""RXN-7770"" // ""UDP-GLUCURONATE-4-EPIMERASE-RXN"" // ""UGD-RXN"" // ""UDP-GLUCURONATE-DECARBOXYLASE-RXN"" // ""UDP-ARABINOSE-4-EPIMERASE-RXN"" // ""RXN-18332"" // ""RXN-10740"" // ""UDP-GLUCOSE-46-DEHYDRATASE-RXN"
UMP-Biosynthesis		
PWY-5686		"DIHYDROOROTATE-DEHYDROGENASE-RXN"" // ""OROTPDECARB-RXN"" // ""OROPRIBTRANS-RXN"" // ""DIHYDROOROT-RXN"" // ""ASPCARBTRANS-RXN"" // ""CARBPSYN-RXN"
Unsaturated-Fatty-Acids-Biosynthesis		
PWY-5138		"RXN-7699"" // ""RXN-7835"" // ""ENOYL-COA-HYDRAT-RXN"" // ""OHBUTYRYL-COA-EPIM-RXN"" // ""RXN-7836"
Uracil-Degradation		
PWY-3982		"BETA-UREIDOPROPIONASE-RXN"" // ""DIHYDROPYRIMIDINASE-RXN"" // ""1.3.1.2-RXN"
Urate-Degradation		
PWY-5691		"3.5.2.17-RXN"" // ""RXN-6201"" // ""URATE-OXIDASE-RXN"
PWY-7394		"RXN-11186"" // ""3.5.2.17-RXN"" // ""RXN-6201"
PWY-4984		"RXN-13202"" // ""ARGINASE-RXN"" // ""ARGSUCCINLYA-RXN"" // ""ARGSUCCINSYN-RXN"" // ""ORNCARBAMTRANSFER-RXN"
Urea-Degradation		
PWY-5704		UREASE-RXN
PWY-7176		"RXN-12002"" // ""CTPSYN-RXN"" // ""UDPKIN-RXN"
UTP-CTP-Dephosphorylation		
PWY-7185		"RXN-12200"" // ""RXN-12199"" // ""RXN-14026"" // ""RXN-14025"" // ""CTPSYN-RXN"
Vancomycin-Resistnace		
Vanillin-Biosynthesis		
Vanillin-Degradation		
Vernolate-Biosynthesis		
PWY-6014		RXN-9703
PWY-6917		"LINOLEOYL-RXN"" // ""RXN-8497"" // ""RXN-16219"
PWY-5080		"RXN-11750"" // ""RXN-7711"" // ""RXN-7698"" // ""RXN-7697"
PWY-7036		"RXN-13309"" // ""RXN-13308"" // ""RXN-13307"" // ""RXN-13306"" // ""RXN-13305"" // ""RXN-13304"" // ""RXN-13303"" // ""RXN-13302"" // ""RXN-13301"" // ""RXN-13300"" // ""RXN-13299"" // ""RXN-13298"" // ""RXN-13297"" // ""RXN-13296"" // ""RXN-13295"" // ""RXN-13294"
PWY-7458		"RXN-15354"" // ""RXN-15353"" // ""RXN-15352"" // ""RXN-15351"" // ""RXN-15350"
Visual-Cycle		
Vitamin-A-Biosynthesis		
Vitamin-B6-Biosynthesis		
PWY-1422		"RXN-2562"" // ""RXN-2561"" // ""TOCOPHEROL-O-METHYLTRANSFERASE-RXN"" // ""RXN-2543"" // ""RXN-2542"" // ""RXN-2541"" // ""4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN"
PWY-7436		"RXN-14918"" // ""RXN-14922"" // ""RXN-14917"" // ""RXN-14919"" // ""RXN-14921"" // ""RXN-14929"
Vitamin-Biosynthesis		
PWY-4203		"RXN-6762"" // ""RXN-6724"" // ""RXN-6723"" // ""RXN-6722"
Volatile-Benzenoids-Biosynthesis		
PWY-5884		"RXN-9344"" // ""2.3.1.75-RXN"
PWY-7213		"RXN-14239"" // ""RXN-14062"" // ""RXN-14060"
XANTHONE-SYN		
XANTHONE-DEG		
PWY-5800		"RXN-9094"" // ""RXN-9093"" // ""RXN-9104"
Xylan-Degradation		
Xylene-Degradation		
LARABITOLUTIL-PWY		"XYLULOKIN-RXN"" // ""D-XYLULOSE-REDUCTASE-RXN"
PWY-5980		RXN-9589
PWY-5936		"RXN-12419"" // ""RXN-12418"" // ""RXN-12415"" // ""RXN-9462"" // ""RXN-9463"" // ""RXN-9461"
Xyloglucan-Degradation		
Xylose-Degradation		
XYLCAT-PWY		"XYLISOM-RXN"" // ""XYLULOKIN-RXN"
Yatein-Biosynthesis		
PWY-6888		"RXN-12656"" // ""RXN-12657"" // ""RXN-8429"" // ""RXN-11903"" // ""RXN-12608"" // ""RXN-12607"" // ""RXN-12606"" // ""RXN-12605"
PWY-5944		"RXN-8026"" // ""RXN-8025"
PWY-5945		"RXN-7979"" // ""RXN-7984"" // ""RXN-7978"" // ""RXN-7985"
PWY-7250		"RXN-15881"" // ""RXN-14391"" // ""RXN-14390"" // ""RXN-14389"" // ""RXN-14388"" // ""RXN-14387"" // ""RXN-14386"" // ""RXN-14385"" // ""RXN-14384"" // ""RXN-14381"
