ReactionID	Genes
RIBOFLAVIN-SYN-RXN	GDQC-14851 // GDQC-13450
RXN-1226	
RXN-12383	
RXN-7101	
CYTOCHROME-B5-REDUCTASE-RXN	GDQC-14172 // GDQC-13053 // GDQC-11959 // GDQC-11361 // GDQC-9852 // GDQC-9685 // GDQC-8892 // GDQC-8474 // GDQC-7839
1.14.18.2-RXN	GDQC-11627 // GDQC-8778
RXN-12361	GDQC-10056
PEROXID-RXN	GDQC-14917 // GDQC-14900 // GDQC-14789 // GDQC-14655 // GDQC-14563 // GDQC-14489 // GDQC-14486 // GDQC-14446 // GDQC-14268 // GDQC-14235 // GDQC-14205 // GDQC-14176 // GDQC-14169 // GDQC-14087 // GDQC-14071 // GDQC-13942 // GDQC-13923 // GDQC-13848 // GDQC-13838 // GDQC-13774 // GDQC-13772 // GDQC-13761 // GDQC-13757 // GDQC-13737 // GDQC-13730 // GDQC-13660 // GDQC-13507 // GDQC-13412 // GDQC-13394 // GDQC-13320 // GDQC-13293 // GDQC-13265 // GDQC-13210 // GDQC-13156 // GDQC-13146 // GDQC-13106 // GDQC-13040 // GDQC-13016 // GDQC-12956 // GDQC-12880 // GDQC-12764 // GDQC-12680 // GDQC-12561 // GDQC-12557 // GDQC-12491 // GDQC-12392 // GDQC-12313 // GDQC-12294 // GDQC-12163 // GDQC-12106 // GDQC-12085 // GDQC-12084 // GDQC-12024 // GDQC-11982 // GDQC-11969 // GDQC-11824 // GDQC-11810 // GDQC-11780 // GDQC-11769 // GDQC-11716 // GDQC-11707 // GDQC-11678 // GDQC-11647 // GDQC-11644 // GDQC-11530 // GDQC-11479 // GDQC-11371 // GDQC-11356 // GDQC-11355 // GDQC-11349 // GDQC-11231 // GDQC-11217 // GDQC-11189 // GDQC-11187 // GDQC-11145 // GDQC-10975 // GDQC-10919 // GDQC-10904 // GDQC-10902 // GDQC-10881 // GDQC-10848 // GDQC-10784 // GDQC-10775 // GDQC-10766 // GDQC-10734 // GDQC-10526 // GDQC-10429 // GDQC-10412 // GDQC-10197 // GDQC-10187 // GDQC-10122 // GDQC-10100 // GDQC-10090 // GDQC-10042 // GDQC-9995 // GDQC-9960 // GDQC-9949 // GDQC-9938 // GDQC-9846 // GDQC-9797 // GDQC-9742 // GDQC-9728 // GDQC-9725 // GDQC-9630 // GDQC-9532 // GDQC-9522 // GDQC-9499 // GDQC-9387 // GDQC-9369 // GDQC-9367 // GDQC-9343 // GDQC-9299 // GDQC-9164 // GDQC-9118 // GDQC-9104 // GDQC-9062 // GDQC-9042 // GDQC-9035 // GDQC-9013 // GDQC-9010 // GDQC-8985 // GDQC-8984 // GDQC-8982 // GDQC-8973 // GDQC-8963 // GDQC-8909 // GDQC-8904 // GDQC-8877 // GDQC-8859 // GDQC-8600 // GDQC-8392 // GDQC-8389 // GDQC-8367 // GDQC-8360 // GDQC-8296 // GDQC-8262 // GDQC-8194 // GDQC-8021 // GDQC-7992 // GDQC-7966 // GDQC-7961 // GDQC-7958 // GDQC-7910 // GDQC-7905 // GDQC-7888 // GDQC-7780 // GDQC-7633
QOR-RXN	GDQC-14962 // GDQC-13005 // GDQC-12156 // GDQC-10514 // GDQC-8169
RXN-13685	GDQC-12547
RXN-9944	GDQC-13324 // GDQC-11813 // GDQC-9824 // GDQC-8182
1.18.1.2-RXN	GDQC-14028 // GDQC-13931 // GDQC-12735 // GDQC-12126 // GDQC-11960 // GDQC-11941 // GDQC-11276 // GDQC-10917 // GDQC-10877 // GDQC-10511 // GDQC-8916 // GDQC-8377 // GDQC-8192 // GDQC-7812 // GDQC-7635
FERREDOXIN--NAD+-REDUCTASE-RXN	GDQC-8299
ACETYL-COA-ACETYLTRANSFER-RXN	GDQC-14479 // GDQC-14311 // GDQC-13304 // GDQC-11529 // GDQC-8727
FERRIC-CHELATE-REDUCTASE-RXN	GDQC-11268
D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN	GDQC-13598
GALACTONOLACTONE-DEHYDROGENASE-RXN	GDQC-12351
RXN-15816	GDQC-14424 // GDQC-14309 // GDQC-14270 // GDQC-13222 // GDQC-12757 // GDQC-12016 // GDQC-11552 // GDQC-11343 // GDQC-10250 // GDQC-9732 // GDQC-9056 // GDQC-7797
1.10.2.2-RXN	GDQC-12142 // GDQC-12007 // GDQC-11991 // GDQC-11783 // GDQC-11624 // GDQC-11343 // GDQC-8836
PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN	GDQC-13682 // GDQC-11523 // GDQC-9168 // GDQC-8316
RXN-6883	GDQC-13700 // GDQC-13150 // GDQC-12692 // GDQC-8921 // GDQC-8893 // GDQC-8383
RXN-13202	GDQC-14279 // GDQC-13445 // GDQC-12012 // GDQC-9788
CARBPSYN-RXN	GDQC-9788 // GDQC-12012 // GDQC-13445 // GDQC-14279
BILIRUBIN-OXIDASE-RXN	GDQC-12915 // GDQC-12885
CATECHOL-OXIDASE-RXN	GDQC-14679 // GDQC-14217 // GDQC-12743 // GDQC-10148 // GDQC-7860
RXN-17352	
RXN-8677	
RXN-17353	
DALADALALIG-RXN	GDQC-12603
RXN-16200	
RXN-12541	
TRANS-RXN-171	GDQC-11445 // GDQC-10680 // GDQC-10607 // GDQC-9568
LEGHEMOGLOBIN-REDUCTASE-RXN	GDQC-7867
2.5.1.32-RXN	GDQC-13965 // GDQC-12333 // GDQC-11023 // GDQC-10296 // GDQC-9150 // GDQC-8923 // GDQC-8683
1.11.1.12-RXN	GDQC-10740 // GDQC-10646 // GDQC-8734 // GDQC-8187
PRODISULFREDUCT-A-RXN	
RXN-14651	GDQC-13892 // GDQC-13617 // GDQC-11831 // GDQC-8724
TRANS-RXN-218	
CATAL-RXN	GDQC-12774 // GDQC-12042 // GDQC-9684
RXN-14648	GDQC-13892 // GDQC-13617 // GDQC-11831 // GDQC-8724
RXN-13564	GDQC-14778 // GDQC-13833 // GDQC-13372 // GDQC-12814 // GDQC-12647 // GDQC-10665 // GDQC-10654 // GDQC-9506
NITRIC-OXIDE-SYNTHASE-RXN	GDQC-9506 // GDQC-10654 // GDQC-10665 // GDQC-12647 // GDQC-12814 // GDQC-13372 // GDQC-13833 // GDQC-14778
RXN-10981	
RXN-3521	GDQC-14549 // GDQC-14396 // GDQC-14128 // GDQC-14068 // GDQC-13806 // GDQC-13632 // GDQC-13561 // GDQC-13287 // GDQC-13186 // GDQC-12860 // GDQC-12352 // GDQC-12344 // GDQC-12221 // GDQC-11663 // GDQC-11266 // GDQC-10152 // GDQC-10098 // GDQC-9961 // GDQC-9379 // GDQC-9117 // GDQC-8810 // GDQC-8637
RXN-12440	GDQC-14549 // GDQC-14396 // GDQC-14128 // GDQC-14068 // GDQC-13806 // GDQC-13632 // GDQC-13561 // GDQC-13287 // GDQC-13186 // GDQC-12860 // GDQC-12352 // GDQC-12344 // GDQC-12221 // GDQC-11663 // GDQC-11266 // GDQC-10152 // GDQC-10098 // GDQC-9961 // GDQC-9379 // GDQC-9117 // GDQC-8810 // GDQC-8637
RXN-14647	GDQC-13892 // GDQC-13617 // GDQC-11831 // GDQC-8724
RXN-12869	
RXN-13061	GDQC-14217 // GDQC-9301
RXN-14649	GDQC-13892 // GDQC-13617 // GDQC-11831 // GDQC-8724
RXN-14652	GDQC-13892 // GDQC-13617 // GDQC-11831 // GDQC-8724
RXN-14646	GDQC-13892 // GDQC-13617 // GDQC-11831 // GDQC-8724
RXN-14650	GDQC-13892 // GDQC-13617 // GDQC-11831 // GDQC-8724
RXN-5861	GDQC-14217 // GDQC-9301
RXN-3523	
1.6.5.4-RXN	GDQC-14447 // GDQC-14002 // GDQC-13713 // GDQC-13627 // GDQC-13474 // GDQC-13339 // GDQC-13076 // GDQC-12949 // GDQC-12899 // GDQC-12616 // GDQC-12611 // GDQC-12610 // GDQC-12601 // GDQC-12328 // GDQC-12322 // GDQC-11457 // GDQC-10893 // GDQC-10639 // GDQC-10613 // GDQC-10495 // GDQC-10393 // GDQC-10362 // GDQC-10195 // GDQC-8969 // GDQC-7762
RXN-3522	GDQC-10195
RXN-13565	GDQC-14778 // GDQC-13833 // GDQC-13372 // GDQC-12814 // GDQC-12647 // GDQC-10665 // GDQC-10654 // GDQC-9506
RXN-11525	
1.11.1.15-RXN	GDQC-14885 // GDQC-12419 // GDQC-12240 // GDQC-11993 // GDQC-11549 // GDQC-10049 // GDQC-10029 // GDQC-9673 // GDQC-9065 // GDQC-8896 // GDQC-8002
ACETOLACTSYN-RXN	GDQC-14648 // GDQC-14591 // GDQC-9591 // GDQC-8605 // GDQC-8351
THIOL-OXIDASE-RXN	GDQC-14284 // GDQC-13522 // GDQC-13435 // GDQC-9606
RXN-8287	GDQC-13512 // GDQC-8391
RXN-13403	GDQC-7722 // GDQC-11270 // GDQC-11753
RXN-10851	
RXN-8286	GDQC-13512 // GDQC-8391
RXN-1781	
SUPEROX-DISMUT-RXN	GDQC-14843 // GDQC-14774 // GDQC-14258 // GDQC-13891 // GDQC-13291 // GDQC-12232 // GDQC-11890 // GDQC-11239 // GDQC-10701 // GDQC-10585 // GDQC-10325 // GDQC-9126 // GDQC-8931 // GDQC-8806 // GDQC-8243 // GDQC-7682
RXN-8285	GDQC-13512 // GDQC-8391
APIGNAR-RXN	
DEOXYADENOSINE-KINASE-RXN	GDQC-14754 // GDQC-11907
DEOXYCYTIDINE-KINASE-RXN	GDQC-14754 // GDQC-11907
RXN-14093	
CYTIDEAM-RXN	GDQC-10048 // GDQC-10047
RXN-14100	
DEOXYGUANOSINE-KINASE-RXN	GDQC-14754 // GDQC-11907
RXN-7983	
1.14.11.24-RXN	GDQC-13959 // GDQC-9141 // GDQC-8755 // GDQC-8715
DURIDKI-RXN	GDQC-14754 // GDQC-11907 // GDQC-11157
RXN-12364	GDQC-13639 // GDQC-13466 // GDQC-13065 // GDQC-11535 // GDQC-7932 // GDQC-7838
LIPIDADISACCHARIDESYNTH-RXN	GDQC-12260
RXN-14922	GDQC-10226
RXN-2543	GDQC-10226
RXN-12870	
RXN-3303	GDQC-14844 // GDQC-14614 // GDQC-12856 // GDQC-9646 // GDQC-9557 // GDQC-9223 // GDQC-8539
RXN-3284	GDQC-14844 // GDQC-14614 // GDQC-12856 // GDQC-9646 // GDQC-9557 // GDQC-9223 // GDQC-8539
RXN-9741	
RXN-9746	
24-DICHLOROPHENOL-6-MONOOXYGENASE-RXN	GDQC-9594
RXN-5502	GDQC-14844 // GDQC-14614 // GDQC-12856 // GDQC-9646 // GDQC-9557 // GDQC-9223 // GDQC-8539
RXN-14084	
RXN-14086	GDQC-14229 // GDQC-14187 // GDQC-11703 // GDQC-11304 // GDQC-10747
RXN-14085	GDQC-14229 // GDQC-14187 // GDQC-11703 // GDQC-11304 // GDQC-10747
RXN-10058	GDQC-10437
RIBOFLAVINSYNDEAM-RXN	GDQC-104819 // GDQC-12433 // GDQC-10437
3.7.1.8-RXN	GDQC-13669 // GDQC-12131 // GDQC-11119 // GDQC-10849
RXN-18187	GDQC-12783 // GDQC-11747 // GDQC-11267 // GDQC-7924
RXN-18193	GDQC-12783 // GDQC-11747 // GDQC-11267 // GDQC-7924
RXN-18191	GDQC-12783 // GDQC-11747 // GDQC-11267 // GDQC-7924
RXN-18189	GDQC-12783 // GDQC-11747 // GDQC-11267 // GDQC-7924
RXN-18185	GDQC-12783 // GDQC-11747 // GDQC-11267 // GDQC-7924
RXN-12610	GDQC-13847 // GDQC-13124 // GDQC-12337
RXN-18184	GDQC-12783 // GDQC-11747 // GDQC-11267 // GDQC-7924
RXNQT-4164	GDQC-7924 // GDQC-11267 // GDQC-11747 // GDQC-12783
RXN-18186	GDQC-12783 // GDQC-11747 // GDQC-11267 // GDQC-7924
RXNQT-4167	GDQC-7924 // GDQC-11267 // GDQC-11747 // GDQC-12783
RXN-18188	GDQC-12783 // GDQC-11747 // GDQC-11267 // GDQC-7924
RXNQT-4170	GDQC-7924 // GDQC-11267 // GDQC-11747 // GDQC-12783
RXN-18190	GDQC-12783 // GDQC-11747 // GDQC-11267 // GDQC-7924
RXNQT-4173	GDQC-7924 // GDQC-11267 // GDQC-11747 // GDQC-12783
RXN-18192	GDQC-12783 // GDQC-11747 // GDQC-11267 // GDQC-7924
RXNQT-4176	GDQC-7924 // GDQC-11267 // GDQC-11747 // GDQC-12783
RXN-16406	
RXN-12508	GDQC-13395 // GDQC-13378 // GDQC-12882 // GDQC-11194 // GDQC-10966 // GDQC-10191 // GDQC-9405 // GDQC-9300 // GDQC-8100 // GDQC-7982 // GDQC-7906
RXN-10032	GDQC-11385
RXN-15124	
RXN-8899	
2.7.7.60-RXN	GDQC-11492 // GDQC-9156
RXN0-882	GDQC-9253
RXN-15878	
RXN-17066	
RXN-7568	GDQC-12809
2-CARBOXY-D-ARABINITOL-1-PHOSPHATASE-RXN	GDQC-11370 // GDQC-10959
RXN-12871	
RXNQT-4301	GDQC-12917 // GDQC-8406
1.1.1.288-RXN	GDQC-10279 // GDQC-8994 // GDQC-8737
RXN-16465	
1.14.13.93-RXN	GDQC-13889 // GDQC-13077 // GDQC-12614 // GDQC-12105 // GDQC-10217 // GDQC-9874 // GDQC-8911 // GDQC-8798
KDPGALDOL-RXN	GDQC-13583
RXN0-5433	GDQC-9810
2-DEHYDROPANTOATE-REDUCT-RXN	
3.1.3.68-RXN	GDQC-12776
RXN-15187	
RXN-9173	
R83-RXN	GDQC-13280 // GDQC-11739
R267-RXN	GDQC-14923
RXN-14078	
RXN-9744	
RXN-11684	
RXN-15123	
RXN-15127	GDQC-14497
QUINOLINATE-SYNTHA-RXN	GDQC-14113 // GDQC-11165 // GDQC-11127 // GDQC-8478
3-ISOPROPYLMALISOM-RXN	GDQC-12783 // GDQC-11747 // GDQC-11267 // GDQC-9357 // GDQC-7924
RXN-8172	
RXN-8243	
RXN-9234	
RXN-9235	
RXN-9227	
RXN3O-54	
RXN-9242	
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN	
RXN-9742	
RXN-2762	GDQC-7847
RXN-14921	GDQC-10226
RXN-2561	GDQC-10226
RXN-2542	GDQC-7847
METHYLACETOACETYLCOATHIOL-RXN	
2-METHYLACYL-COA-DEHYDROGENASE-RXN	
MBCOA-DHLIPOAMIDE-RXN	GDQC-13613 // GDQC-13082
2-OCTAPRENYLPHENOL-HYDROX-RXN	GDQC-12050
RXN-13371	GDQC-12634 // GDQC-10292
RXN-9174	
PHENYLPYRUVATE-TAUTOMERASE-RXN	GDQC-14161 // GDQC-10229
RXN-6201	GDQC-12254
RXN-3182	
RXN-9167	
RXN-15651	
RXN-13072	
2.6.1.22-RXN	
2OXOGLUTDECARB-RXN	GDQC-13323 // GDQC-12079 // GDQC-11642 // GDQC-8970 // GDQC-8437 // GDQC-8247 // GDQC-7733
2OXOGLUTARATEDEH-RXN	
D-ALANINE-AMINOTRANSFERASE-RXN	GDQC-13744
GLYCINE-AMINOTRANSFERASE-RXN	GDQC-13851 // GDQC-13502 // GDQC-12961 // GDQC-11878 // GDQC-11452 // GDQC-9332 // GDQC-104563
RXN-13698	GDQC-113394
ALANINE-AMINOTRANSFERASE-RXN	GDQC-113394 // GDQC-104563 // GDQC-12961 // GDQC-12767 // GDQC-12271 // GDQC-11867 // GDQC-11731 // GDQC-10679 // GDQC-9262 // GDQC-9203 // GDQC-7870 // GDQC-7790
GLUTAMATE-SYNTHASE-FERREDOXIN-RXN	GDQC-8979
GLUTAMATE-SYNTHASE-NADH-RXN	GDQC-14861 // GDQC-12047 // GDQC-11306 // GDQC-10754 // GDQC-10729 // GDQC-8842
TRYPTOPHAN-AMINOTRANSFERASE-RXN	GDQC-14853 // GDQC-14005 // GDQC-10942 // GDQC-8750 // GDQC-111218
RXN-9171	
RXN-9189	
RXN-13459	
RXN-9169	
RXN-9170	
RXN-13542	GDQC-11561 // GDQC-9160
RXN0-302	GDQC-14191 // GDQC-12733
RXN-15513	GDQC-8573 // GDQC-9374 // GDQC-10484 // GDQC-12026 // GDQC-14147 // GDQC-14153 // GDQC-14302
3PGAREARR-RXN	G-9857 // GDQC-14905 // GDQC-14178 // GDQC-14147 // GDQC-12504 // GDQC-12026 // GDQC-11311 // GDQC-10492 // GDQC-9258 // GDQC-8573
2PGADEHYDRAT-RXN	GDQC-14175 // GDQC-13829 // GDQC-13827 // GDQC-13524 // GDQC-12404 // GDQC-12090 // GDQC-11240 // GDQC-11166 // GDQC-10312 // GDQC-9859 // GDQC-9465 // GDQC-9375 // GDQC-9270 // GDQC-8283
GPH-RXN	GDQC-12167 // GDQC-9588
RXN-9310	GDQC-13464 // GDQC-12487
O-SUCCINYLBENZOATE-COA-LIG-RXN	GDQC-12506
RXN-12611	GDQC-13847 // GDQC-13124 // GDQC-12337
RXN-13734	GDQC-13142 // GDQC-7685
RXN-12156	
RXN-13803	GDQC-13142 // GDQC-7685
RXN-12157	
RXN-13707	
RXN66-11	
RXN-8352	GDQC-7680
RXN-11935	GDQC-13020 // GDQC-8191
RXN-8085	
RXN-8353	
RXN-708	
RXN-4222	
RXN-11926	
RXN-11930	
2.1.1.143-RXN	GDQC-14944 // GDQC-13374 // GDQC-11116 // GDQC-10326
RXN-15463	
RXN-11257	GDQC-8092 // GDQC-7864
RXN-11259	GDQC-8092 // GDQC-7864
RXN-7645	GDQC-13334 // GDQC-10847
2.5.1.43-RXN	GDQC-14958 // GDQC-13125 // GDQC-12781 // GDQC-11933 // GDQC-11546 // GDQC-11131 // GDQC-11086 // GDQC-10552 // GDQC-9423 // GDQC-9085
RXN-11258	GDQC-8092 // GDQC-7864
1.1.1.285-RXN	G-10667 // GDQC-14348 // GDQC-13780 // GDQC-12443 // GDQC-10417 // GDQC-8920 // GDQC-8691 // GDQC-7896
DEPHOSPHOCOAKIN-RXN	GDQC-11038 // GDQC-10414
2.1.1.139-RXN	GDQC-13924 // GDQC-12426 // GDQC-9204 // GDQC-8752
RXN-9282	
RXN-9287	
2.1.1.114-RXN	GDQC-13794 // GDQC-13211 // GDQC-12538 // GDQC-11312 // GDQC-9508 // GDQC-8246 // GDQC-8167
RXN-9281	
RXN-9280	
RXN-8091	
RXN-7632	GDQC-11947
RXN-12132	
RXN-7895	GDQC-14698
RXN-9021	GDQC-14836 // GDQC-14456 // GDQC-11060 // GDQC-9687
RXN-9022	GDQC-14836 // GDQC-14456 // GDQC-11060 // GDQC-9687
RXN-15457	
RXN-5286	
RXN-5285	
RXN3O-1118	
RXN-9233	
RXN-9225	
RXN-9240	
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN	
RXN-2209	GDQC-12753 // GDQC-12577
RXN-6382	
RXN-12332	GDQC-13241 // GDQC-13041 // GDQC-10282
RXN-7931	GDQC-14570 // GDQC-11869 // GDQC-11295 // GDQC-8422
3.5.5.4-RXN	GDQC-110683 // GDQC-9792
RXN-9279	
RXN-776	
RXN-11535	
RXN-16173	
3-DEHYDROQUINATE-DEHYDRATASE-RXN	GDQC-10870 // GDQC-10264 // GDQC-8297
RXN-12131	GDQC-10870 // GDQC-10264 // GDQC-8297
SHIKIMATE-5-DEHYDROGENASE-RXN	GDQC-10870 // GDQC-10264 // GDQC-8297
3-DEHYDROSPHINGANINE-REDUCTASE-RXN	GDQC-12195 // GDQC-9051
RXN-718	
CPM-KDOSYNTH-RXN	G-9254 // GDQC-12119
RXN-4803	GDQC-12534 // GDQC-12377
3-DEHYDROQUINATE-SYNTHASE-RXN	GDQC-14353 // GDQC-10644
KDO-8PPHOSPHAT-RXN	
RXN-11531	GDQC-13861 // GDQC-7748
RXN-15495	GDQC-11638
RXN-14292	GDQC-10711
RXN3O-58	GDQC-10711
RXN-9172	
RXN-11278	
RXN-9922	
RXN-8029	
RXN-9811	GDQC-15114 // GDQC-15082
RXN-13721	GDQC-11538 // GDQC-10791 // GDQC-10125 // GDQC-10055 // GDQC-10035 // GDQC-9535 // GDQC-9127 // GDQC-8738 // GDQC-8645 // GDQC-8354 // GDQC-8174 // GDQC-7886
RXN-6683	G-7863 // GDQC-13402 // GDQC-11265
3-HYDROXYPROPIONATE-DEHYDROGENASE-RXN	
RXN-6383	
RXN-6384	
RXN-9285	
2-ISOPROPYLMALATESYN-RXN	GDQC-13734 // GDQC-13286 // GDQC-12430 // GDQC-9776 // GDQC-8681 // GDQC-7707
1.2.4.4-RXN	GDQC-13613 // GDQC-13082 // GDQC-8736
1.2.1.25-RXN	GDQC-13613 // GDQC-13082
RXN-7643	
METHYLGLUTACONYL-COA-HYDRATASE-RXN	GDQC-10179 // GDQC-9766
RXN-16095	
RXN-10697	GDQC-14570 // GDQC-8422
RXN-10695	GDQC-14971 // GDQC-14808 // GDQC-14149 // GDQC-12014 // GDQC-11821 // GDQC-11020 // GDQC-10828 // GDQC-9464 // GDQC-9421 // GDQC-8563 // GDQC-8201 // GDQC-7951
RXN-10696	GDQC-13873 // GDQC-9871
RXN-2006	GDQC-14465 // GDQC-10918
RXN-13299	
RXN-13301	
3-OXOLAURATE-DECARBOXYLASE-RXN	GDQC-8024
RXN-13300	
RXN-11669	GDQC-8024
RXN-15283	GDQC-8024
RXN-13298	
2.6.1.18-RXN	
PHOSGLYPHOS-RXN	GDQC-14659 // GDQC-13456 // GDQC-9835 // GDQC-9820 // GDQC-8568
PGLYCDEHYDROG-RXN	GDQC-14481 // GDQC-12595 // GDQC-10114 // GDQC-8074
RXN0-5114	GDQC-9344 // GDQC-8559
BETA-UREIDOPROPIONASE-RXN	GDQC-7821
RXN-13493	GDQC-14951 // GDQC-14677 // GDQC-14491 // GDQC-14021 // GDQC-13453 // GDQC-13230 // GDQC-13193 // GDQC-11787 // GDQC-11059 // GDQC-10396 // GDQC-9755 // GDQC-9734 // GDQC-9531 // GDQC-9371 // GDQC-8081 // GDQC-7699
RXN-15445	
RXN-15433	GDQC-14521 // GDQC-12578 // GDQC-12250 // GDQC-9370 // GDQC-7936
RXN-6269	GDQC-14367 // GDQC-13020 // GDQC-10796 // GDQC-9007 // GDQC-8191
1.1.1.170-RXN	GDQC-14571 // GDQC-14514 // GDQC-13995 // GDQC-13781 // GDQC-13738 // GDQC-12822 // GDQC-12477 // GDQC-9259
RXN-9290	
LACCASE-RXN	GDQC-14534 // GDQC-14385 // GDQC-14102 // GDQC-13639 // GDQC-13589 // GDQC-13466 // GDQC-13236 // GDQC-13065 // GDQC-12939 // GDQC-12820 // GDQC-12663 // GDQC-12571 // GDQC-11843 // GDQC-11554 // GDQC-11535 // GDQC-11117 // GDQC-10436 // GDQC-10433 // GDQC-10151 // GDQC-9812 // GDQC-9558 // GDQC-9052 // GDQC-8397 // GDQC-7980 // GDQC-7932 // GDQC-7838
CYTOCHROME-C-OXIDASE-RXN	GDQC-14076 // GDQC-12521 // GDQC-11963 // GDQC-11211 // GDQC-11121 // GDQC-11087 // GDQC-10913 // GDQC-10845 // GDQC-10798 // GDQC-10407
RXN-17351	
RXN0-1483	GDQC-14511 // GDQC-13360 // GDQC-10968 // GDQC-9805
RXN-13519	
RXN-3541	GDQC-14854 // GDQC-14315 // GDQC-14220 // GDQC-14102 // GDQC-13934 // GDQC-13416 // GDQC-13197 // GDQC-11767 // GDQC-11658 // GDQC-11117 // GDQC-11103 // GDQC-10583 // GDQC-10151 // GDQC-9885 // GDQC-9801 // GDQC-9681
OHMETHYLBILANESYN-RXN	GDQC-10008 // GDQC-8880
PANTEPADENYLYLTRAN-RXN	GDQC-10340 // GDQC-8020
RXN66-13	
RXN66-12	
RXN-13188	GDQC-14367 // GDQC-13020 // GDQC-10796 // GDQC-9007 // GDQC-8191
1.14.13.72-RXN	GDQC-14367 // GDQC-13020 // GDQC-10796 // GDQC-9007 // GDQC-8191
RXN66-14	GDQC-13373
RXN-8461	
CORTISONE-BETA-REDUCTASE-RXN	GDQC-14724 // GDQC-9933 // GDQC-8458
NAPHTHOATE-SYN-RXN	GDQC-11842 // GDQC-11596 // GDQC-8060
RXN-12605	
2.7.1.148-RXN	GDQC-11689 // GDQC-8533
RXN0-3942	GDQC-13087 // GDQC-11992 // GDQC-9952
RXN-12539	
RXNQT-4334	GDQC-13637 // GDQC-12399 // GDQC-11932 // GDQC-11808 // GDQC-10169 // GDQC-10033
RXNQT-4329	GDQC-12753 // GDQC-12577
RXN0-3543	GDQC-12309
PYRIMSYN3-RXN	GDQC-110335
ADCLY-RXN	GDQC-13744 // GDQC-10159
H2PTEROATESYNTH-RXN	GDQC-8415
RXN-6423	
AMINOBUTDEHYDROG-RXN	GDQC-13241 // GDQC-13041 // GDQC-10282
GABATRANSAM-RXN	GDQC-14662 // GDQC-14388 // GDQC-14324 // GDQC-13946 // GDQC-13888 // GDQC-13396 // GDQC-12903 // GDQC-12170 // GDQC-11949 // GDQC-11100 // GDQC-10540 // GDQC-10335 // GDQC-9918 // GDQC-8811 // GDQC-8773 // GDQC-8364
RXN-13328	GDQC-14662 // GDQC-14388 // GDQC-14324 // GDQC-13946 // GDQC-13888 // GDQC-13396 // GDQC-12903 // GDQC-12170 // GDQC-11949 // GDQC-11100 // GDQC-10540 // GDQC-10335 // GDQC-9918 // GDQC-8811 // GDQC-8773 // GDQC-8364
RXN-6902	GDQC-14662 // GDQC-14388 // GDQC-14324 // GDQC-13946 // GDQC-13888 // GDQC-13396 // GDQC-12903 // GDQC-12170 // GDQC-11949 // GDQC-11100 // GDQC-10540 // GDQC-10335 // GDQC-9918 // GDQC-8811 // GDQC-8773 // GDQC-8364
RXN-1102	GDQC-14565
RXN-14167	
4-COUMARATE--COA-LIGASE-RXN	GDQC-14321 // GDQC-14066 // GDQC-13225 // GDQC-13042 // GDQC-12846 // GDQC-12690 // GDQC-12256 // GDQC-12239 // GDQC-12004 // GDQC-11503 // GDQC-11218 // GDQC-10517 // GDQC-10474 // GDQC-9731 // GDQC-8802 // GDQC-8138
RXN-1103	GDQC-14048 // GDQC-10591 // GDQC-10328 // GDQC-10298 // GDQC-9102
RXN-7631	
RXN-7630	
RXN-7628	
RXN-7575	GDQC-9083
RXN-7577	GDQC-9829
NARINGENIN-CHALCONE-SYNTHASE-RXN	GDQC-13925 // GDQC-13334 // GDQC-11202 // GDQC-10847 // GDQC-10395 // GDQC-7921
RXN-87	
RXN-3142	GDQC-8562
RXN-12668	GDQC-14246 // GDQC-11920 // GDQC-11574 // GDQC-11263 // GDQC-8540 // GDQC-8337
AGMATINE-N4-COUMAROYLTRANSFERASE-RXN	GDQC-14253 // GDQC-14166 // GDQC-13565 // GDQC-13500 // GDQC-10426 // GDQC-8183 // GDQC-8058
RXN-13959	GDQC-10473
RXN3O-1120	
RXN-8170	GDQC-10473
RXN-8204	GDQC-10473
RXN-2601	GDQC-11160 // GDQC-9265
RXN-1101	GDQC-105652 // GDQC-13749 // GDQC-12696 // GDQC-11448 // GDQC-9808 // GDQC-8176
RXN-11467	
RXN-7843	GDQC-14325
RXN-7998	GDQC-10473
2.3.1.133-RXN	GDQC-14715 // GDQC-13683 // GDQC-13122 // GDQC-11826 // GDQC-11081 // GDQC-10974 // GDQC-9265 // GDQC-9251 // GDQC-9097 // GDQC-8915 // GDQC-8647 // GDQC-8570 // GDQC-8386 // GDQC-7660
RXN-8715	
RXN-2581	GDQC-14048 // GDQC-10591 // GDQC-10328 // GDQC-10298 // GDQC-9102
RXN-11468	
FUMARYLACETOACETASE-RXN	GDQC-8987
4OH2OXOGLUTARALDOL-RXN	GDQC-13583
RXN-9834	GDQC-9510
3.1.2.23-RXN	
RXN-11002	GDQC-14557 // GDQC-12218 // GDQC-12202
RXN-9750	
1.14.13.42-RXN	GDQC-13793 // GDQC-9723 // GDQC-8396
4.1.1.80-RXN	
1.1.1.222-RXN	GDQC-11947
HYDROXYPHENYLPYRUVATE-REDUCTASE-RXN	GDQC-11947
4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN	GDQC-11014 // GDQC-8294
